               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.031305,             0.01936,                   0,             0.28146,             0.13866,             0.09259,            0.028839,            0.063163,            0.036963,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.032083,            0.018872,                   0,             0.15359,             0.18908,            0.078174,            0.022967,            0.063537,            0.037895,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.030518,            0.018521,                   0,             0.18813,             0.22689,            0.084531,             0.02687,            0.062998,            0.038061,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,             0.03143,            0.018004,                   0,             0.20513,             0.22269,             0.10073,            0.031859,            0.062396,            0.036716,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.031579,            0.019338,                   0,             0.24127,             0.22269,             0.12816,            0.040863,            0.061674,            0.035246,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,              0.0318,            0.017879,                   0,             0.25674,              0.2437,             0.11829,            0.038959,            0.061457,            0.034296,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.028914,            0.018393,                   0,             0.28051,             0.12605,            0.089363,            0.027096,            0.063038,            0.038849,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.031231,            0.018712,                   0,             0.23535,             0.18067,             0.10598,            0.031896,            0.062568,             0.03928,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.031563,            0.018547,                   0,             0.24067,             0.17647,             0.10474,            0.032739,             0.06236,            0.038347,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.031789,            0.018158,                   0,             0.18548,             0.15546,            0.076711,            0.024637,            0.062656,            0.039478,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.031461,            0.017767,                   0,             0.21306,             0.18884,             0.10176,            0.034018,            0.061151,            0.038626,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.030621,            0.017916,                   0,             0.24717,             0.22269,             0.11642,            0.040445,            0.061152,            0.036453,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.029375,            0.017619,                   0,             0.20876,             0.17227,            0.093971,            0.030747,            0.061923,            0.037424,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,             0.03085,            0.017531,                   0,             0.23782,             0.21764,             0.12473,            0.038766,            0.061877,            0.036758,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.030764,            0.018193,                   0,             0.29975,             0.22269,              0.1279,            0.041133,            0.061891,            0.038309,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.029391,            0.018078,                   0,             0.28251,             0.21849,             0.10952,            0.036967,            0.060994,            0.038725,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.029917,            0.017914,                   0,               0.245,             0.18908,             0.10117,            0.033871,            0.061351,            0.038521,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.030499,            0.018242,                   0,              0.1993,             0.22689,            0.097964,             0.03538,            0.060578,            0.038963,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.031023,             0.01719,                   0,             0.22504,             0.12324,              0.0802,            0.023662,            0.063163,             0.04493,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.031393,            0.018069,                   0,             0.23178,             0.13025,             0.07721,            0.024633,            0.063125,            0.043865,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.030386,            0.017826,                   0,             0.21477,             0.20168,            0.099174,            0.032645,            0.061209,            0.040575,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,             0.03085,            0.017696,                   0,             0.21033,             0.21849,             0.10501,            0.034431,            0.061626,            0.040359,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.030147,            0.017579,                   0,              0.3029,             0.18487,             0.11396,            0.038388,            0.061995,            0.040611,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.028702,            0.016256,                   0,             0.27756,             0.20588,             0.11158,            0.039627,            0.061914,            0.041201,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,              0.0287,            0.019945,                   0,             0.28194,             0.16807,             0.10196,            0.034921,            0.061905,            0.042278,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028776,            0.016968,                   0,              0.1932,             0.23141,             0.11473,            0.040034,            0.060693,            0.039499,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.028359,            0.016755,                   0,             0.18974,             0.21429,             0.10669,            0.036334,             0.06049,            0.039822,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.029456,            0.019765,                   0,             0.29908,             0.15966,             0.11473,            0.039523,            0.060425,            0.038122,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.028665,             0.01735,                   0,             0.19281,             0.19328,            0.096804,            0.030393,            0.061399,            0.039885,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.030287,             0.01682,                   0,              0.2211,             0.15126,            0.090726,            0.029515,            0.061791,            0.040838,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.029218,             0.01716,                   0,             0.25048,             0.15546,            0.092621,            0.029931,            0.062169,            0.039076,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,              0.0299,            0.018412,                   0,             0.21338,             0.21008,             0.10996,            0.034851,            0.061629,            0.037254,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.028746,            0.017349,                   0,             0.22987,             0.23109,             0.11456,            0.035919,             0.06246,            0.036842,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,             0.02802,            0.017711,                   0,             0.19329,             0.21849,            0.098378,              0.0292,            0.062164,            0.038155,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.028554,            0.017713,                   0,             0.17281,             0.20168,             0.08531,            0.026972,            0.061846,            0.039364,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.027901,            0.017817,                   0,             0.17188,             0.18401,            0.075825,            0.025004,            0.062618,            0.039822,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.028046,            0.018055,                   0,             0.18805,             0.15546,            0.069609,            0.023626,            0.062532,            0.039783,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.028057,            0.015946,                   0,             0.15957,             0.18067,            0.070193,            0.023241,            0.061878,            0.040524,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,             0.02798,            0.015434,                   0,             0.18645,             0.15546,            0.083253,            0.028175,            0.062151,            0.040083,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.029112,            0.016619,                   0,              0.1935,             0.20588,            0.092976,            0.032602,            0.062429,            0.039513,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.029076,            0.015546,                   0,              0.2128,             0.19748,            0.098709,            0.032384,            0.062278,             0.03924,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,             0.02965,            0.017846,                   0,             0.17378,             0.15126,            0.078958,            0.026003,            0.063234,            0.040819,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.029731,            0.016144,                   0,             0.21146,             0.12733,            0.080269,            0.025007,            0.063223,            0.042784,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,             0.02807,            0.016427,                   0,             0.18519,             0.13445,            0.057382,            0.019714,            0.063539,            0.044888,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.028049,            0.016953,                   0,             0.18302,             0.10071,            0.050763,            0.015438,            0.064439,            0.047382,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.028555,            0.018254,                   0,             0.14381,            0.096639,            0.050882,            0.016534,            0.064295,            0.046062,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.027826,            0.016306,                   0,             0.19374,            0.096639,            0.064114,            0.022095,            0.064132,            0.047005,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.027819,            0.017432,                   0,             0.20936,             0.15966,            0.085164,            0.028609,            0.062952,            0.042183,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.028305,            0.017341,                   0,              0.2309,             0.19328,             0.10895,            0.039094,            0.062378,            0.039978,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.027776,            0.017463,                   0,             0.20633,             0.16387,             0.10233,            0.034981,            0.062493,            0.040276,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.028269,             0.01786,                   0,             0.23192,             0.18908,            0.095787,            0.031961,             0.06319,            0.040743,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.027165,            0.017817,                   0,             0.23877,             0.17647,             0.10343,            0.035355,            0.061824,            0.039631,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.027756,            0.017113,                   0,             0.30606,             0.10504,            0.086063,            0.024195,            0.067513,             0.04698,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027322,             0.01694,                   0,             0.19989,             0.16807,            0.097491,            0.035291,            0.062024,            0.041161,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.027529,            0.015835,                   0,             0.22905,             0.18101,            0.096637,            0.035376,            0.062182,            0.041216,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.027833,            0.015834,                   0,             0.18603,             0.15749,            0.077284,            0.027054,             0.06364,            0.041389,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,             0.02834,            0.017359,                   0,             0.19541,             0.17227,            0.084448,            0.028241,            0.063764,            0.040537,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.028512,            0.018298,                   0,             0.17792,             0.18067,            0.077753,            0.024752,            0.064143,            0.040339,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.028521,            0.016817,                   0,             0.22351,             0.17647,            0.086705,            0.027934,            0.063519,            0.041105,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,             0.02786,            0.016907,                   0,             0.20056,             0.19712,            0.088643,            0.028531,            0.062183,            0.040653,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.026628,            0.016133,                   0,             0.20049,             0.18908,            0.079306,            0.027219,            0.061848,            0.041578,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.026714,            0.015905,                   0,             0.20583,             0.17647,            0.088625,              0.0291,            0.061705,            0.042379,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.027487,            0.016096,                   0,             0.22174,             0.18067,              0.1001,            0.033268,            0.061302,            0.041668,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.026837,            0.016392,                   0,             0.21095,             0.17647,            0.087138,            0.028522,            0.062028,            0.042551,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.027119,             0.01819,                   0,             0.19538,             0.15966,            0.086135,            0.027454,            0.062139,            0.043518,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.027185,            0.017623,                   0,              0.2206,             0.18908,            0.095262,            0.031343,            0.061971,            0.042892,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.026744,            0.015489,                   0,             0.23258,             0.14286,            0.094825,            0.033136,            0.062495,            0.043694,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.028198,            0.016325,                   0,             0.22639,             0.19919,             0.10343,            0.034762,            0.062023,            0.041443,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026091,            0.015503,                   0,             0.35808,             0.13025,              0.1033,            0.036302,            0.061444,            0.041283,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.026742,            0.016524,                   0,             0.22289,             0.14944,            0.082325,             0.02626,            0.062546,            0.044439,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.027136,            0.016322,                   0,             0.21556,             0.15126,            0.091026,            0.031278,            0.061884,            0.043438,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.024586,            0.015067,                   0,             0.18973,             0.16807,            0.075692,            0.026785,            0.061663,            0.043392,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.026818,            0.016391,                   0,             0.18491,             0.16967,            0.078383,              0.0262,            0.062553,            0.040756,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.025195,            0.015866,                   0,             0.17912,             0.13866,             0.07142,            0.024118,            0.062494,            0.040926,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.026972,            0.016402,                   0,             0.13878,             0.15966,            0.068685,            0.022793,            0.062578,             0.04117,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.026514,            0.017221,                   0,             0.17694,             0.13866,            0.071435,            0.021552,             0.06298,            0.041756,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.026426,            0.018192,                   0,             0.17424,             0.14706,            0.074731,            0.023391,            0.062968,            0.043968,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.025879,            0.016116,                   0,             0.20532,             0.12605,            0.067606,            0.019097,            0.063865,            0.045843,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.024836,            0.016828,                   0,              0.2314,             0.17227,            0.083207,            0.029147,            0.061996,             0.04203,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.026438,            0.016906,                   0,             0.20757,             0.17227,            0.082784,            0.029531,            0.061763,            0.043018,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.025728,            0.016525,                   0,             0.22046,             0.14706,            0.081363,            0.027658,            0.062252,            0.045267,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.025466,            0.015648,                   0,             0.18664,             0.13025,            0.069057,            0.024304,            0.062237,             0.04565,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.026399,            0.015298,                   0,             0.17053,             0.14706,            0.063838,            0.022276,              0.0626,            0.045151,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.026318,            0.016801,                   0,             0.14739,             0.15126,            0.069837,            0.023748,            0.062163,             0.04389,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.025309,            0.015848,                   0,             0.19332,             0.15966,            0.084051,            0.028124,            0.061557,            0.042517,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.025248,            0.016074,                   0,             0.15297,             0.12185,            0.065113,            0.022392,            0.064085,            0.045231,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.027038,            0.017147,                   0,             0.18232,            0.088235,            0.076919,            0.023392,            0.064346,             0.04735,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.027298,              0.0169,                   0,             0.21436,             0.18908,             0.11152,            0.037109,            0.062142,            0.041275,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.026386,             0.01568,                   0,             0.30923,             0.19328,             0.12881,            0.043778,            0.061838,            0.040318,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.025467,            0.016958,                   0,             0.28525,             0.19748,             0.12587,            0.041077,            0.061896,            0.040459,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,             0.02582,            0.014741,                   0,             0.19994,             0.16591,            0.091554,            0.029912,            0.062203,            0.043198,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02531,            0.016353,                   0,             0.25491,             0.15126,            0.093915,            0.032193,            0.061994,            0.043161,                   0,            0.004852,            0.004852,            0.004852
                 262,             0.02602,            0.017089,                   0,             0.17747,             0.14706,            0.081508,            0.024277,            0.063442,            0.044882,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.026035,            0.016345,                   0,             0.18398,             0.11765,             0.07378,            0.023243,            0.064158,            0.045683,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.025762,            0.015245,                   0,              0.2246,             0.13866,            0.083735,            0.024586,            0.063043,            0.043653,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.025258,            0.017503,                   0,             0.18136,             0.19748,            0.089697,            0.028798,            0.062469,            0.041784,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.025082,            0.014961,                   0,             0.18711,             0.18067,            0.086886,            0.028853,            0.062959,             0.04175,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.026633,            0.015351,                   0,             0.26275,              0.1228,            0.083678,            0.026991,            0.063049,              0.0418,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.024833,            0.016937,                   0,             0.19225,             0.16807,            0.085562,            0.028854,            0.062911,            0.041706,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.026386,             0.01579,                   0,             0.22887,             0.18067,            0.092737,            0.031939,            0.062278,            0.042139,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.025933,             0.01651,                   0,             0.19881,             0.15966,            0.092623,            0.031626,            0.062402,            0.042679,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.023367,            0.015052,                   0,             0.22217,             0.15126,             0.08856,            0.029488,            0.062989,            0.043377,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.025075,            0.014321,                   0,             0.25965,             0.13025,            0.090847,            0.032099,            0.063459,            0.043278,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,             0.02512,            0.015302,                   0,             0.20727,             0.15126,            0.090998,            0.030705,            0.063773,            0.044209,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.025263,            0.015071,                   0,             0.21808,             0.15126,            0.090329,            0.028589,            0.063596,             0.04401,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.023191,            0.015311,                   0,             0.23273,             0.18487,             0.10081,            0.030452,            0.063011,            0.044336,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.024534,            0.015023,                   0,             0.21777,             0.18067,            0.098098,            0.033788,            0.062282,            0.043419,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.025055,            0.015679,                   0,             0.21961,             0.18487,            0.093806,            0.031634,            0.062441,            0.044004,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.025512,            0.015187,                   0,             0.21469,             0.15966,            0.088603,            0.030785,            0.062728,            0.044941,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023688,            0.015856,                   0,             0.18625,             0.15546,            0.081577,            0.028709,            0.063135,            0.044895,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.023893,            0.014895,                   0,             0.18614,             0.15664,            0.088148,            0.029908,            0.063274,            0.045137,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.025139,             0.01458,                   0,             0.20161,             0.14286,            0.085601,            0.028721,            0.063399,            0.045534,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.024496,            0.015171,                   0,             0.19145,             0.13025,            0.083939,            0.029967,            0.063236,            0.045023,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.024498,            0.015071,                   0,             0.21022,             0.13868,             0.08857,            0.033052,            0.062938,            0.044434,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.023778,             0.01495,                   0,             0.19701,             0.16803,            0.091326,            0.032707,            0.062932,            0.043556,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,             0.02516,            0.014195,                   0,             0.18163,             0.15546,             0.08747,            0.033132,            0.063147,            0.043758,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,             0.02293,            0.015551,                   0,             0.20747,             0.16387,             0.10981,            0.038105,            0.062732,             0.04258,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.023647,             0.01496,                   0,             0.21972,             0.15546,             0.10245,            0.036314,            0.062399,            0.044086,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.023804,            0.015122,                   0,             0.22487,             0.11765,            0.086401,            0.028076,            0.063771,            0.047552,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.023464,            0.015629,                   0,             0.22526,             0.13025,             0.09507,             0.03372,            0.063001,            0.044788,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.025102,            0.014536,                   0,             0.21974,             0.15546,             0.10126,            0.037014,            0.062442,            0.044777,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.023984,            0.015179,                   0,             0.19533,             0.14178,            0.084537,            0.030563,            0.062666,            0.045507,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.024393,            0.015424,                   0,              0.1707,             0.11345,            0.070559,            0.024559,            0.063248,            0.047352,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.024128,            0.015355,                   0,             0.19081,             0.14286,            0.077621,            0.026802,             0.06324,            0.045826,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.023703,            0.014386,                   0,             0.17281,             0.14286,            0.083114,             0.03042,            0.062432,            0.043934,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.023512,            0.015413,                   0,             0.18648,             0.16387,            0.090821,            0.032276,             0.06262,            0.043274,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.023242,            0.016629,                   0,             0.21051,             0.16387,            0.093439,            0.033849,            0.062813,            0.043695,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.022273,            0.014667,                   0,             0.23683,             0.14706,             0.09349,            0.033042,              0.0626,             0.04418,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.022823,            0.016117,                   0,             0.25141,             0.17647,             0.10333,            0.034214,            0.062191,            0.043636,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.022482,            0.013776,                   0,             0.31213,             0.19748,              0.1167,            0.037295,            0.062168,            0.043253,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.023375,            0.014915,                   0,             0.28859,             0.19328,             0.11183,            0.036924,             0.06198,            0.043842,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,             0.02324,            0.013969,                   0,             0.25982,             0.18908,             0.10738,            0.035228,            0.062751,            0.043304,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.023988,            0.015919,                   0,             0.23345,             0.19328,             0.10951,            0.038343,            0.062813,            0.043322,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022291,            0.013287,                   0,             0.23516,             0.15546,             0.10801,            0.037611,            0.062695,            0.044418,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.023343,            0.017186,                   0,             0.22719,             0.18487,             0.10836,            0.038489,            0.062225,            0.043678,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.023521,              0.0163,                   0,             0.24706,             0.18487,             0.10929,            0.039578,            0.062321,            0.043827,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.023235,            0.014576,                   0,             0.23817,             0.18067,             0.10073,            0.036972,            0.062282,            0.044151,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.023052,            0.015759,                   0,             0.21303,             0.16807,            0.090625,            0.029531,            0.062981,            0.044329,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.022941,            0.014108,                   0,             0.22372,             0.17647,            0.095595,            0.030819,            0.063163,            0.045225,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.022202,            0.015318,                   0,             0.20511,             0.16387,            0.082553,            0.026627,            0.063019,            0.044504,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.022867,            0.013298,                   0,             0.21729,             0.16387,             0.08108,            0.026772,            0.063279,            0.045538,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.025151,            0.015313,                   0,             0.18494,             0.13866,            0.070661,            0.023281,            0.063579,            0.046478,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.022904,            0.014059,                   0,             0.18936,             0.12185,            0.076853,            0.025841,            0.063487,            0.046541,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.023226,            0.015229,                   0,              0.2217,             0.11765,             0.07261,            0.025157,            0.063882,            0.047352,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,             0.02285,            0.013893,                   0,             0.20261,             0.13025,            0.065713,             0.02145,            0.063783,            0.046083,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.022984,            0.014928,                   0,             0.17724,             0.13025,            0.068977,            0.023782,            0.063573,            0.045584,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.022877,            0.014765,                   0,             0.20324,             0.15966,            0.087216,            0.028365,             0.06271,            0.045065,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.023155,            0.012295,                   0,             0.21319,             0.15597,            0.091371,            0.029606,            0.062356,            0.044542,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.022743,            0.013407,                   0,             0.23101,             0.17647,             0.09385,             0.03206,            0.062049,             0.04423,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.022467,             0.01347,                   0,             0.26406,             0.15966,              0.0956,            0.031639,            0.062426,            0.044004,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.022166,              0.0164,                   0,             0.24761,             0.18487,             0.10995,            0.037042,            0.061916,            0.043261,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.021729,            0.014718,                   0,             0.27336,             0.21008,             0.11697,            0.037298,            0.061964,            0.042969,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.022609,            0.015084,                   0,             0.23385,             0.21429,             0.11273,            0.036827,            0.061682,             0.04381,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,             0.02241,             0.01317,                   0,             0.22227,             0.18908,             0.10241,            0.035693,             0.06182,            0.044809,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.023531,            0.014355,                   0,             0.19663,             0.16807,            0.093235,            0.031505,            0.061875,            0.045015,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.020279,            0.013056,                   0,             0.23072,             0.15546,            0.085352,            0.029544,             0.06227,            0.047615,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.022002,            0.013896,                   0,             0.21903,             0.15126,            0.088671,            0.029641,            0.061933,            0.046921,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.022498,            0.014894,                   0,             0.23094,             0.13866,            0.086913,             0.02868,            0.062163,            0.047958,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.023903,            0.015146,                   0,             0.21773,             0.16387,            0.073881,            0.024814,              0.0624,            0.046768,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021035,            0.014149,                   0,             0.20913,             0.14706,            0.078974,            0.025759,            0.062264,            0.046572,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.021868,            0.014396,                   0,             0.21106,             0.15966,            0.080267,            0.026345,            0.062066,            0.046654,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.020998,             0.01387,                   0,             0.19693,             0.15126,            0.076096,            0.025959,            0.062584,            0.046762,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.022402,            0.014424,                   0,             0.19156,             0.13445,            0.071146,            0.025099,            0.063219,            0.046907,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,             0.02137,            0.013076,                   0,             0.19398,             0.15546,            0.082406,            0.027436,            0.062821,            0.045286,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.023084,            0.014355,                   0,             0.23999,             0.17647,            0.095061,            0.032353,            0.062331,             0.04388,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,             0.02226,            0.013805,                   0,             0.22464,             0.16807,            0.096156,            0.033683,            0.062581,            0.044043,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.020406,            0.013459,                   0,             0.21368,             0.17227,            0.098904,            0.034169,             0.06265,            0.044535,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.020946,            0.014085,                   0,             0.23739,             0.16387,             0.10529,             0.03731,            0.062694,            0.044493,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.022022,            0.012413,                   0,             0.23029,             0.15966,              0.1116,            0.041072,            0.062378,            0.044155,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.022017,            0.013477,                   0,             0.23799,             0.15126,             0.10295,            0.038333,            0.062549,            0.044201,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.021717,            0.013382,                   0,             0.21083,             0.16807,             0.11017,             0.04017,            0.062848,            0.043758,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.021423,            0.013837,                   0,             0.18298,             0.16387,            0.099406,            0.038827,            0.062632,            0.044775,                   0,            0.003268,            0.003268,            0.003268
